s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,margin,label,gold_db,qwen_top1,ce_predicted,qwen_correct
0.95,0.85,0.8,0.75,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,epinions_1,epinions_1,epinions_1,1
0.95,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,music_4,music_4,music_4,1
0.95,0.2,0.15,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,music_4,music_4,music_4,1
0.95,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,epinions_1,epinions_1,epinions_1,1
0.95,0.9,0.7,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,epinions_1,epinions_1,epinions_1,1
0.9,0.7,0.6,0.3,0.2,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.2,0,music_4,music_4,music_4,1
0.95,0.9,0.85,0.75,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,epinions_1,epinions_1,epinions_1,1
0.95,0.9,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,epinions_1,epinions_1,epinions_1,1
0.95,0.9,0.85,0.1,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,epinions_1,epinions_1,epinions_1,1
0.95,0.9,0.9,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.05,1,music_4,entertainment_awards,music_4,0
0.95,0.85,0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,music_4,music_4,music_4,1
0.95,0.2,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,epinions_1,epinions_1,epinions_1,1
0.95,0.05,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,musical,musical,musical,1
0.85,0.75,0.7,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,musical,musical,musical,1
0.95,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,epinions_1,epinions_1,epinions_1,1
0.95,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,musical,musical,musical,1
0.9,0.6,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0,musical,musical,musical,1
0.95,0.9,0.85,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,epinions_1,epinions_1,epinions_1,1
0.9,0.7,0.3,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,epinions_1,epinions_1,epinions_1,1
0.9,0.8,0.7,0.6,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,1,music_4,music_4,music_4,1
0.9,0.7,0.2,0.2,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,musical,musical,musical,1
0.95,0.85,0.75,0.7,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,epinions_1,epinions_1,epinions_1,1
0.95,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,epinions_1,epinions_1,epinions_1,1
0.95,0.7,0.15,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,musical,musical,musical,1
0.95,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,epinions_1,epinions_1,epinions_1,1
0.95,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,musical,musical,musical,1
0.9,0.85,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,musical,simpson_episodes,musical,0
0.85,0.75,0.7,0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.1,1,european_football_2,soccer_1,soccer_1,0
0.3,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european_football_2,flight_1,formula_1,0
0.85,0.6,0.5,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0,european_football_2,soccer_1,soccer_1,0
0.85,0.8,0.7,0.2,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,european_football_2,ice_hockey_draft,body_builder,0
0.95,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,musical,musical,musical,1
0.95,0.2,0.15,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,musical,musical,musical,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,musical,musical,musical,1
0.95,0.75,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.2,1,musical,musical,musical,1
0.85,0.7,0.3,0.2,0.15,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1,musical,imdb,musical,0
0.3,0.2,0.15,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,european_football_2,school_player,soccer_1,0
0.7,0.6,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,european_football_2,european_football_1,city_record,0
0.95,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,musical,musical,musical,1
0.8,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,european_football_2,european_football_1,soccer_1,0
0.85,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,european_football_2,soccer_1,soccer_1,0
0.95,0.9,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,european_football_2,ice_hockey_draft,soccer_1,0
0.9,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,musical,musical,musical,1
0.7,0.7,0.6,0.6,0.5,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european_football_2,european_football_1,game_injury,0
0.9,0.6,0.2,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0,musical,musical,musical,1
0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0,european_football_2,soccer_1,soccer_1,0
0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.94,0,european_football_2,soccer_1,soccer_1,0
0.95,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,musical,musical,musical,1
0.9,0.85,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,european_football_2,epinions_1,movie_1,0
0.95,0.7,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,musical,entertainment_awards,musical,0
0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,european_football_2,epinions_1,soccer_1,0
0.95,0.85,0.75,0.75,0.1,0.1,0.1,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.1,1,network_2,network_2,network_2,1
0.95,0.7,0.3,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,musical,musical,musical,1
0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1,european_football_2,soccer_1,soccer_1,0
0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0,european_football_2,soccer_1,soccer_1,0
0.95,0.85,0.3,0.25,0.25,0.25,0.2,0.2,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.1,1,network_2,network_2,network_2,1
0.95,0.85,0.1,0.05,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,musical,musical,musical,1
0.85,0.7,0.2,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1,european_football_2,european_football_2,game_injury,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,european_football_2,soccer_2016,soccer_1,0
0.9,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.85,0,network_2,network_2,network_2,1
0.95,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.85,0,network_2,network_2,network_2,1
0.99,0.98,0.97,0.96,0.95,0.94,0.93,0.92,0.91,0.9,0.89,0.88,0.87,0.86,0.85,0.01,1,network_2,network_2,network_2,1
0.95,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.85,0,network_2,network_2,network_2,1
0.95,0.85,0.75,0.75,0.7,0.6,0.3,0.2,0.2,0.2,0.1,0.05,0.05,0.0,0.0,0.1,1,network_2,network_2,network_2,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,european_football_2,ice_hockey_draft,soccer_1,0
0.7,0.3,0.2,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,european_football_2,epinions_1,soccer_1,0
0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.01,0.0,0.0,0.0,0.8,0,network_2,network_1,network_1,0
0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,european_football_2,european_football_2,soccer_1,1
0.95,0.9,0.8,0.2,0.2,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.05,1,network_2,network_2,network_2,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,european_football_2,european_football_2,soccer_1,1
0.95,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.05,0.01,0.01,0.0,0.0,0.0,0.45,0,network_2,network_1,network_1,0
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,european_football_2,european_football_2,soccer_1,1
0.95,0.9,0.85,0.8,0.15,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,1,network_2,network_2,network_2,1
0.95,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,european_football_2,codebase_community,soccer_1,0
0.95,0.9,0.7,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,1,network_2,network_2,network_2,1
0.85,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,european_football_2,school_player,soccer_1,0
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,european_football_2,european_football_2,soccer_1,1
0.95,0.85,0.75,0.15,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.1,1,network_2,network_2,network_2,1
0.95,0.85,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.1,1,network_2,network_2,network_2,1
0.5,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,european_football_2,wta_1,soccer_1,0
0.5,0.2,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,european_football_2,solvency_ii,soccer_1,0
0.6,0.3,0.2,0.2,0.2,0.2,0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.3,0,european_football_2,soccer_2016,soccer_1,0
0.95,0.85,0.7,0.05,0.05,0.05,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.1,1,network_2,network_2,network_2,1
0.95,0.85,0.15,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.1,1,network_2,network_2,network_2,1
0.85,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,european_football_2,european_football_2,soccer_1,1
0.95,0.85,0.7,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,network_2,network_2,network_2,1
0.95,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.85,0,network_2,network_2,network_2,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,european_football_2,european_football_2,soccer_1,1
0.95,0.15,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,network_2,network_2,network_2,1
0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,european_football_2,ice_hockey_draft,soccer_1,0
0.99,0.98,0.95,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1,european_football_2,ice_hockey_draft,body_builder,0
0.9,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.8,0,network_2,network_2,network_2,1
0.95,0.85,0.8,0.2,0.15,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,european_football_2,school_player,school_player,0
0.95,0.85,0.7,0.6,0.3,0.2,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,network_2,network_2,network_2,1
0.9,0.7,0.3,0.2,0.2,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.2,0,network_2,network_2,network_2,1
0.6,0.4,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,european_football_2,european_football_2,soccer_1,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,european_football_2,soccer_1,soccer_1,0
0.7,0.6,0.5,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,european_football_2,european_football_2,soccer_1,1
0.4,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,european_football_2,european_football_2,game_injury,1
0.95,0.85,0.75,0.7,0.7,0.65,0.65,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.1,1,network_2,network_2,network_2,1
0.95,0.9,0.85,0.75,0.7,0.65,0.6,0.5,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.05,1,network_2,network_2,network_2,1
0.9,0.8,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.1,1,network_2,network_2,network_2,1
0.9,0.85,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,european_football_2,soccer_1,soccer_1,0
0.95,0.75,0.65,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.1,0.05,0.05,0.0,0.0,0.2,1,network_2,network_2,network_2,1
0.85,0.7,0.65,0.6,0.5,0.4,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.15,1,european_football_2,soccer_1,soccer_1,0
0.95,0.7,0.2,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0,european_football_2,soccer_1,soccer_1,0
0.95,0.9,0.9,0.9,0.85,0.85,0.8,0.8,0.8,0.8,0.1,0.05,0.05,0.0,0.0,0.05,1,network_2,network_2,network_2,1
0.95,0.15,0.1,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.8,0,network_2,network_2,network_2,1
0.9,0.85,0.15,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,european_football_2,soccer_1,soccer_1,0
0.95,0.85,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.1,1,network_2,network_2,network_2,1
0.95,0.9,0.75,0.6,0.3,0.2,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,european_football_2,soccer_1,soccer_1,0
0.9,0.85,0.75,0.2,0.15,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,european_football_2,soccer_1,soccer_3,0
0.85,0.75,0.1,0.05,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.1,1,network_2,network_2,network_2,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,european_football_2,soccer_1,soccer_1,0
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,network_2,network_2,network_2,1
0.85,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.75,0,european_football_2,soccer_1,soccer_1,0
0.95,0.7,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.25,0,network_2,network_2,network_2,1
0.95,0.85,0.2,0.15,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,european_football_2,soccer_1,soccer_1,0
0.95,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.9,0,network_2,network_2,network_2,1
0.9,0.7,0.4,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0,formula_1,formula_1,formula_1,1
0.95,0.05,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,formula_1,formula_1,formula_1,1
0.9,0.85,0.75,0.7,0.65,0.6,0.3,0.15,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.05,1,formula_1,car_racing,formula_1,0
0.99,0.98,0.97,0.96,0.95,0.94,0.93,0.92,0.91,0.9,0.89,0.88,0.87,0.86,0.85,0.01,1,network_2,network_2,network_2,1
0.9,0.7,0.6,0.4,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0,formula_1,formula_1,formula_1,1
0.9,0.7,0.6,0.3,0.2,0.15,0.1,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.2,0,formula_1,formula_1,formula_1,1
0.98,0.95,0.85,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.03,1,formula_1,formula_1,formula_1,1
0.7,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,formula_1,formula_1,formula_1,1
0.95,0.85,0.75,0.7,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.1,1,formula_1,formula_1,formula_1,1
0.95,0.9,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,1,formula_1,formula_1,car_road_race,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,formula_1,formula_1,formula_1,1
0.85,0.8,0.75,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,formula_1,formula_1,formula_1,1
0.95,0.1,0.05,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.85,0,formula_1,formula_1,formula_1,1
0.9,0.7,0.7,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.2,0,formula_1,formula_1,formula_1,1
0.4,0.3,0.25,0.2,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,formula_1,car_racing,formula_1,0
0.98,0.75,0.4,0.3,0.2,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.23,0,formula_1,formula_1,formula_1,1
0.95,0.7,0.3,0.1,0.1,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,formula_1,formula_1,formula_1,1
0.9,0.7,0.6,0.4,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0,formula_1,formula_1,formula_1,1
0.95,0.7,0.3,0.1,0.05,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.95,0.7,0.6,0.2,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.98,0.1,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0,formula_1,formula_1,formula_1,1
0.95,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.9,0,formula_1,car_racing,formula_1,0
0.95,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.85,0,formula_1,formula_1,formula_1,1
0.98,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.93,0,formula_1,formula_1,formula_1,1
0.95,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,formula_1,formula_1,formula_1,1
0.9,0.2,0.1,0.05,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.7,0,formula_1,formula_1,formula_1,1
0.95,0.85,0.75,0.75,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.1,1,formula_1,race_track,formula_1,0
0.98,0.95,0.9,0.85,0.15,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,formula_1,car_racing,vehicle_driver,0
0.9,0.85,0.75,0.2,0.15,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,formula_1,formula_1,formula_1,1
0.95,0.7,0.6,0.4,0.3,0.2,0.15,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.95,0.9,0.7,0.3,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,1,formula_1,formula_1,car_road_race,1
0.98,0.6,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.05,0.0,0.0,0.38,0,formula_1,formula_1,formula_1,1
0.95,0.85,0.75,0.65,0.2,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.1,1,formula_1,race_track,race_track,0
0.9,0.7,0.6,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.2,0,formula_1,formula_1,formula_1,1
0.9,0.7,0.6,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.2,0,formula_1,formula_1,formula_1,1
0.95,0.7,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.85,0.75,0.65,0.4,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,1,formula_1,car_racing,formula_1,0
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,formula_1,formula_1,formula_1,1
0.85,0.8,0.75,0.7,0.3,0.2,0.15,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,1,formula_1,formula_1,car_road_race,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,formula_1,formula_1,formula_1,1
0.95,0.85,0.6,0.4,0.3,0.2,0.2,0.15,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.1,1,formula_1,formula_1,formula_1,1
0.95,0.85,0.75,0.65,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.1,1,formula_1,formula_1,formula_1,1
0.9,0.7,0.6,0.5,0.3,0.2,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0,formula_1,formula_1,formula_1,1
0.95,0.9,0.85,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.05,1,formula_1,formula_1,formula_1,1
0.95,0.7,0.6,0.2,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.95,0.7,0.6,0.5,0.4,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.95,0.75,0.5,0.3,0.2,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.2,1,formula_1,formula_1,formula_1,1
0.95,0.05,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,formula_1,formula_1,formula_1,1
